"Income","Country","Age","Height","Location","Gender","Sales"
22874,"Sylvania",25,65,"City","Male",702
24578,"Freedonia",72,61,"City","Male",NA
128164,"Sylvania",29,61,"City","Female",765
54165,"Freedonia",29,63,"Rural","Female",NA
74254,"Sylvania",33,66,"City","Female",625
93563,"Sylvania",19,66,"City","Female",698
8458,"Sylvania",29,61,"City","Female",-624
75302,"Sylvania",36,62,"City","Male",898
127237,"Sylvania",54,67,"City","Male",915
35555,"Sylvania",19,65,"City","Male",778
16802,"Freedonia",25,66,"City","Male",NA
2838,"Freedonia",21,71,"Rural","Female",NA
2912,"Freedonia",91,69,"Rural","Male",NA
15628,"Sylvania",87,66,"Rural","Female",306
15781,"Sylvania",23,67,"Rural","Female",198
17960,"Sylvania",47,68,"City","Female",740
91970,"Freedonia",28,60,"City","Male",NA
20751,"Sylvania",56,65,"City","Male",993
23581,"Sylvania",25,63,"City","Male",830
47741,"Sylvania",34,66,"City","Female",643
13804,"Freedonia",44,61,"Rural","Female",NA
10244,"Freedonia",31,66,"Rural","Female",NA
13980,"Sylvania",19,68,"City","Female",-498
39602,"Sylvania",50,67,"City","Female",795
73457,"Sylvania",29,65,"City","Female",626
46036,"Freedonia",26,65,"Rural","Male",NA
36528,"Sylvania",25,64,"City","Male",762
7649,"Sylvania",58,69,"City","Female",619
52609,"Sylvania",22,70,"City","Male",681
147239,"Sylvania",62,60,"City","Male",889
389095,"Freedonia",43,65,"Rural","Male",NA
23235,"Freedonia",50,64,"Rural","Female",NA
16226,"Sylvania",40,66,"City","Female",704
40826,"Sylvania",22,64,"City","Male",694
28247,"Sylvania",21,66,"City","Female",595
14815,"Sylvania",30,67,"City","Male",711
27892,"Sylvania",29,67,"City","Male",758
22952,"Sylvania",25,64,"City","Male",942
88451,"Sylvania",41,63,"City","Female",797
12993,"Sylvania",32,67,"City","Male",947
73757,"Freedonia",19,62,"Rural","Female",NA
382119,"Sylvania",24,70,"City","Male",760
22855,"Sylvania",35,64,"Rural","Female",188
13860,"Sylvania",21,64,"City","Female",604
69607,"Sylvania",46,70,"City","Male",924
21893,"Sylvania",23,71,"Rural","Female",217
35516,"Sylvania",19,61,"Rural","Male",228
4661,"Freedonia",19,70,"Rural","Female",NA
5661,"Sylvania",38,65,"City","Female",713
90039,"Sylvania",90,62,"City","Female",880
861,"Sylvania",47,65,"City","Female",665
24768,"Sylvania",25,65,"City","Female",599
11166,"Freedonia",34,68,"Rural","Female",NA
2443,"Sylvania",20,68,"Rural","Male",323
29328,"Sylvania",27,67,"City","Female",723
12196,"Sylvania",28,63,"Rural","Female",174
24081,"Sylvania",42,70,"City","Male",981
127999,"Sylvania",54,67,"Rural","Male",335
454,"Sylvania",78,68,"City","Male",-759
86323,"Freedonia",35,61,"Rural","Male",NA
45427,"Sylvania",23,64,"City","Female",622
4243,"Sylvania",20,69,"City","Male",-747
36288,"Sylvania",68,64,"City","Male",954
33344,"Sylvania",50,62,"City","Female",685
3570,"Sylvania",35,64,"City","Female",739
7432,"Sylvania",33,61,"City","Female",557
36802,"Sylvania",33,64,"City","Male",941
847496,"Sylvania",44,65,"Rural","Male",375
65911,"Sylvania",34,64,"City","Male",722
4251,"Sylvania",40,65,"City","Female",737
168195,"Sylvania",22,69,"City","Female",610
5880,"Sylvania",47,70,"City","Male",839
112070,"Freedonia",39,67,"Rural","Male",NA
57086,"Freedonia",31,67,"Rural","Male",NA
42370,"Freedonia",20,61,"Rural","Female",NA
60910,"Sylvania",38,67,"City","Female",751
450734,"Sylvania",52,70,"City","Female",691
90466,"Sylvania",28,63,"City","Female",689
95592,"Freedonia",35,63,"Rural","Female",NA
21967,"Sylvania",18,67,"Rural","Male",337
1258969,"Freedonia",24,68,"Rural","Female",NA
47204,"Freedonia",36,70,"Rural","Female",NA
61972,"Sylvania",55,66,"City","Male",912
74179,"Freedonia",29,62,"Rural","Female",NA
8472,"Sylvania",34,62,"City","Female",706
13234,"Sylvania",19,67,"City","Male",670
8892,"Freedonia",26,62,"Rural","Male",NA
146199,"Sylvania",26,64,"Rural","Female",180
225785,"Freedonia",23,59,"City","Male",NA
43282,"Sylvania",32,63,"City","Male",669
10259,"Sylvania",34,68,"City","Female",651
49437,"Freedonia",23,63,"Rural","Male",NA
10514,"Sylvania",49,60,"Rural","Female",250
5709,"Sylvania",79,68,"City","Female",864
54869,"Sylvania",39,67,"City","Female",594
1528601,"Freedonia",34,67,"Rural","Male",NA
405235,"Sylvania",23,61,"City","Male",737
6059,"Sylvania",18,64,"City","Male",645
45102,"Sylvania",76,63,"Rural","Male",378
619366,"Sylvania",20,72,"City","Female",585
31106,"Sylvania",25,64,"Rural","Female",197
66079,"Sylvania",35,66,"Rural","Male",369
13027,"Sylvania",28,63,"City","Male",888
50582,"Freedonia",34,69,"Rural","Female",NA
446296,"Freedonia",31,66,"Rural","Female",NA
383088,"Sylvania",29,67,"City","Male",740
158224,"Sylvania",29,68,"City","Female",716
120791,"Sylvania",25,61,"City","Male",841
59735,"Sylvania",52,69,"City","Male",877
106643,"Sylvania",28,66,"City","Male",741
105332,"Sylvania",62,68,"Rural","Male",347
14969,"Sylvania",20,68,"Rural","Male",273
19305,"Sylvania",35,66,"City","Male",716
290371,"Freedonia",27,66,"Rural","Male",NA
383435,"Freedonia",19,68,"Rural","Male",NA
87453,"Sylvania",35,63,"City","Female",656
796647,"Freedonia",79,65,"Rural","Male",NA
45492,"Sylvania",46,66,"City","Female",688
83373,"Sylvania",26,66,"City","Female",771
101656,"Sylvania",23,66,"City","Female",632
2719,"Sylvania",100,66,"City","Female",926
51740,"Sylvania",19,67,"City","Male",655
23853,"Sylvania",28,63,"Rural","Female",205
48683,"Sylvania",43,70,"Rural","Male",390
43367,"Sylvania",19,64,"City","Female",549
110220,"Sylvania",22,66,"Rural","Male",273
156427,"Sylvania",56,66,"City","Male",976
123780,"Sylvania",37,63,"City","Female",691
2561,"Sylvania",45,67,"City","Male",845
188285,"Sylvania",36,64,"City","Female",602
72710,"Sylvania",28,63,"City","Male",760
64098,"Sylvania",26,70,"Rural","Female",172
157537,"Sylvania",27,66,"City","Female",670
38014,"Sylvania",37,74,"Rural","Female",253
113995,"Sylvania",54,64,"City","Male",863
6367,"Sylvania",24,62,"City","Male",-743
30596,"Sylvania",39,65,"City","Female",648
14092,"Sylvania",29,66,"City","Male",821
76626,"Sylvania",56,64,"City","Male",891
190707,"Sylvania",21,63,"City","Female",599
14782,"Freedonia",37,58,"Rural","Female",NA
25352,"Sylvania",26,68,"Rural","Female",191
8525,"Sylvania",25,66,"City","Male",691
1496,"Sylvania",23,63,"Rural","Female",174
48626,"Sylvania",29,64,"City","Female",697
290016,"Sylvania",21,69,"City","Male",843
22196,"Sylvania",19,63,"City","Female",620
50937,"Sylvania",37,67,"City","Female",725
95231,"Sylvania",23,68,"City","Male",707
20153,"Freedonia",60,63,"Rural","Female",NA
71383,"Freedonia",30,66,"Rural","Female",NA
15205,"Sylvania",20,68,"City","Female",705
40754,"Sylvania",23,67,"City","Male",655
72717,"Sylvania",26,68,"City","Female",-672
77595,"Sylvania",23,67,"City","Female",658
86170,"Sylvania",43,66,"City","Male",876
231348,"Sylvania",21,68,"City","Male",685
14113,"Sylvania",106,66,"City","Female",1068
1792,"Sylvania",27,67,"City","Female",624
3947,"Sylvania",44,61,"City","Male",905
5866,"Freedonia",39,67,"Rural","Female",NA
69322,"Sylvania",21,67,"City","Female",621
75757,"Sylvania",35,64,"Rural","Female",244
121206,"Sylvania",88,58,"City","Female",799
1022931,"Sylvania",24,59,"City","Female",615
18241,"Sylvania",29,68,"Rural","Male",334
84749,"Sylvania",20,67,"City","Male",742
265148,"Sylvania",70,69,"Rural","Female",290
14312,"Sylvania",60,65,"Rural","Male",280
21541,"Sylvania",20,66,"City","Male",808
16764,"Sylvania",66,67,"City","Female",799
29360,"Sylvania",36,64,"City","Female",702
92095,"Freedonia",18,62,"Rural","Male",NA
61401,"Sylvania",19,68,"City","Male",697
5113,"Sylvania",20,68,"City","Male",836
189375,"Sylvania",29,59,"City","Male",774
91900,"Sylvania",30,69,"City","Male",801
130960,"Freedonia",18,64,"Rural","Male",NA
53242,"Freedonia",26,67,"Rural","Male",NA
22271,"Sylvania",21,66,"City","Female",660
65153,"Sylvania",34,62,"Rural","Male",449
31792,"Freedonia",40,65,"City","Female",NA
43645,"Sylvania",113,66,"City","Male",1064
412018,"Sylvania",47,68,"City","Male",1017
3513,"Sylvania",18,75,"City","Female",587
18178,"Freedonia",33,66,"Rural","Female",NA
21369,"Sylvania",27,64,"City","Male",757
278488,"Sylvania",31,63,"City","Male",795
6250,"Sylvania",23,66,"City","Male",745
38157,"Sylvania",53,67,"City","Female",799
44824,"Freedonia",44,61,"Rural","Female",NA
3264,"Freedonia",27,70,"City","Female",NA
47917,"Freedonia",56,64,"Rural","Male",NA
53797,"Sylvania",64,66,"City","Female",629
2409,"Sylvania",75,65,"City","Female",902
15897,"Freedonia",19,65,"Rural","Male",NA
298277,"Sylvania",27,65,"Rural","Male",272
38806,"Sylvania",53,65,"City","Male",790
78080,"Sylvania",31,68,"City","Male",760
33725,"Sylvania",83,65,"City","Male",793
30329,"Freedonia",85,63,"Rural","Male",NA
6930,"Freedonia",27,61,"Rural","Male",NA
9921,"Sylvania",37,66,"City","Male",908
17358,"Freedonia",22,68,"Rural","Female",NA
5334,"Sylvania",18,68,"City","Female",641
48204,"Sylvania",30,67,"City","Male",747
71561,"Sylvania",42,62,"City","Male",685
3536,"Sylvania",46,59,"City","Male",945
20594,"Freedonia",47,63,"Rural","Female",NA
5430,"Sylvania",47,63,"City","Male",947
215394,"Sylvania",25,67,"City","Male",870
217256,"Sylvania",79,66,"Rural","Female",247
110608,"Sylvania",25,66,"City","Female",736
41983,"Sylvania",52,69,"Rural","Male",358
11396,"Sylvania",42,68,"City","Female",766
150237,"Sylvania",49,68,"City","Male",728
9065,"Sylvania",21,66,"City","Male",592
38402,"Sylvania",47,65,"City","Female",763
57889,"Sylvania",21,66,"City","Female",653
24568,"Sylvania",109,64,"Rural","Male",433
112630,"Sylvania",35,64,"City","Male",665
77323,"Sylvania",32,70,"City","Female",614
28134,"Freedonia",36,65,"Rural","Male",NA
34855,"Sylvania",19,65,"Rural","Female",191
20188,"Sylvania",21,68,"City","Male",692
8316,"Freedonia",29,67,"Rural","Female",NA
13258,"Sylvania",32,66,"City","Male",883
36578,"Sylvania",32,65,"City","Male",736
51511,"Freedonia",43,69,"Rural","Female",NA
19597,"Sylvania",41,70,"City","Male",825
36522,"Sylvania",41,64,"City","Female",697
138155,"Sylvania",20,63,"City","Male",857
52213,"Sylvania",31,64,"City","Male",749
100628,"Freedonia",21,64,"Rural","Male",NA
723765,"Freedonia",75,64,"City","Male",NA
13170,"Sylvania",26,61,"City","Female",733
26312,"Freedonia",39,67,"Rural","Female",NA
38858,"Sylvania",34,67,"Rural","Male",282
8759,"Sylvania",18,65,"City","Male",623
49284,"Sylvania",23,63,"City","Male",746
9286,"Freedonia",49,71,"Rural","Male",NA
1774967,"Sylvania",75,64,"City","Male",882
50163,"Sylvania",18,66,"Rural","Male",309
8684,"Sylvania",47,67,"City","Male",914
438579,"Sylvania",20,66,"City","Female",-695
479840,"Sylvania",71,58,"Rural","Female",276
51501,"Sylvania",18,64,"City","Female",-611
8044,"Freedonia",44,67,"Rural","Female",NA
65275,"Sylvania",45,63,"City","Female",671
2740,"Freedonia",27,66,"Rural","Male",NA
88678,"Sylvania",31,67,"Rural","Male",328
8852,"Sylvania",65,67,"Rural","Male",404
45314,"Sylvania",56,69,"City","Male",714
40747,"Sylvania",45,63,"Rural","Male",340
106983,"Sylvania",37,69,"Rural","Male",432
6594,"Sylvania",23,64,"City","Male",737
921927,"Sylvania",70,67,"City","Female",678
25783,"Sylvania",35,64,"Rural","Male",308
126531,"Freedonia",89,66,"Rural","Female",NA
88050,"Sylvania",46,70,"Rural","Female",-206
4238,"Freedonia",50,69,"Rural","Male",NA
47037,"Sylvania",94,62,"City","Male",915
1549,"Sylvania",45,65,"City","Male",800
11831,"Sylvania",22,64,"Rural","Male",266
3966,"Sylvania",91,66,"Rural","Female",331
18302,"Sylvania",18,70,"City","Male",795
5767,"Freedonia",19,60,"Rural","Female",NA
83198,"Sylvania",27,62,"City","Female",652
1441,"Sylvania",52,65,"City","Female",699
57993,"Freedonia",44,63,"City","Female",NA
257241,"Sylvania",28,65,"City","Female",656
33751,"Sylvania",34,66,"City","Male",712
32531,"Sylvania",53,64,"City","Female",892
20322,"Freedonia",56,68,"Rural","Male",NA
56124,"Sylvania",77,67,"City","Female",878
17309,"Sylvania",67,68,"Rural","Male",417
61143,"Sylvania",34,65,"City","Female",779
52830,"Sylvania",42,65,"Rural","Female",164
11096,"Sylvania",43,65,"City","Male",886
42732,"Sylvania",40,69,"City","Male",816
58935,"Sylvania",80,66,"City","Male",997
14354,"Sylvania",29,70,"City","Female",639
60505,"Sylvania",18,65,"Rural","Female",179
4522,"Sylvania",45,63,"City","Female",657
14451,"Sylvania",46,62,"City","Male",761
34241,"Sylvania",36,65,"City","Female",691
2331,"Sylvania",25,68,"Rural","Female",222
2669,"Sylvania",34,66,"City","Female",-642
200938,"Sylvania",36,68,"City","Male",816
217631,"Freedonia",42,64,"City","Male",NA
11899,"Sylvania",37,64,"City","Male",745
12575,"Sylvania",57,70,"Rural","Male",254
5162,"Sylvania",41,64,"City","Female",664
71834,"Sylvania",50,65,"City","Female",737
138396,"Sylvania",72,69,"City","Female",816
23515,"Sylvania",45,71,"Rural","Male",346
4833,"Freedonia",49,58,"Rural","Female",NA
18521,"Sylvania",47,64,"City","Female",844
12498,"Sylvania",25,63,"City","Female",629
23939,"Sylvania",46,62,"City","Female",726
81877,"Sylvania",24,62,"City","Male",741
56593,"Freedonia",30,66,"Rural","Female",NA
4341,"Sylvania",55,65,"Rural","Male",407
7620,"Freedonia",47,68,"Rural","Female",NA
20418,"Sylvania",38,66,"City","Female",663
38322,"Sylvania",20,65,"Rural","Female",173
2335,"Sylvania",46,64,"City","Male",869
133246,"Freedonia",72,68,"Rural","Female",NA
238495,"Freedonia",77,65,"Rural","Female",NA
25247,"Freedonia",56,68,"Rural","Female",NA
10080,"Freedonia",46,63,"Rural","Male",NA
279019,"Sylvania",35,66,"City","Male",754
69995,"Sylvania",43,61,"City","Female",706
23524,"Sylvania",25,65,"City","Female",556
47416,"Sylvania",49,61,"Rural","Female",244
13724,"Sylvania",65,67,"Rural","Male",379
19211,"Sylvania",21,64,"City","Male",780
43551,"Sylvania",22,72,"Rural","Male",297
2100,"Sylvania",29,60,"City","Male",852
29948,"Sylvania",40,64,"City","Male",839
22380,"Sylvania",22,62,"City","Male",-864
3167,"Sylvania",25,60,"City","Male",798
10979,"Freedonia",54,66,"Rural","Male",NA
25782,"Sylvania",27,68,"City","Male",756
85844,"Sylvania",21,70,"City","Female",692
17125,"Sylvania",52,64,"City","Male",772
2878,"Sylvania",36,63,"Rural","Male",377
150053,"Freedonia",32,63,"Rural","Female",NA
22610,"Sylvania",61,68,"City","Male",993
36559,"Freedonia",31,66,"Rural","Male",NA
11586,"Sylvania",42,63,"City","Female",651
15500,"Sylvania",22,69,"City","Female",523
94977,"Sylvania",39,61,"City","Female",-655
21734,"Freedonia",27,67,"Rural","Female",NA
189972,"Sylvania",87,70,"City","Female",921
71853,"Sylvania",48,63,"City","Female",782
97991,"Sylvania",70,63,"Rural","Female",271
913,"Sylvania",46,63,"City","Female",793
9968,"Sylvania",69,66,"Rural","Female",240
49800,"Sylvania",29,62,"City","Female",608
22511,"Freedonia",29,64,"Rural","Female",NA
48707,"Sylvania",26,63,"City","Female",627
8964,"Sylvania",36,64,"City","Female",697
31466,"Sylvania",36,67,"City","Female",629
213328,"Freedonia",23,66,"Rural","Male",NA
109424,"Freedonia",40,69,"City","Female",NA
29544,"Sylvania",62,66,"City","Female",766
58778,"Sylvania",40,66,"City","Male",769
14421,"Sylvania",34,63,"City","Male",961
17341,"Sylvania",22,69,"City","Male",863
4683,"Freedonia",27,67,"Rural","Female",NA
23326,"Sylvania",44,65,"Rural","Male",359
3541,"Sylvania",18,66,"City","Female",-613
2102,"Sylvania",19,64,"City","Female",-627
501799,"Sylvania",48,58,"City","Male",864
1113,"Sylvania",41,63,"Rural","Male",234
29030,"Sylvania",53,67,"City","Male",784
163103,"Sylvania",36,71,"City","Male",766
28908,"Sylvania",56,68,"Rural","Female",245
15957,"Sylvania",25,65,"City","Male",746
6811,"Sylvania",28,62,"Rural","Male",308
3270,"Sylvania",37,67,"City","Male",643
1280056,"Freedonia",48,69,"Rural","Male",NA
59469,"Sylvania",30,65,"City","Male",878
11441,"Freedonia",23,62,"Rural","Male",NA
11199,"Sylvania",30,67,"City","Male",729
77265,"Sylvania",49,67,"City","Female",624
85215,"Sylvania",23,62,"City","Female",622
136932,"Sylvania",51,65,"City","Female",717
26313,"Sylvania",18,69,"City","Female",601
34136,"Sylvania",41,72,"City","Male",863
78132,"Sylvania",19,67,"City","Male",751
657632,"Sylvania",32,69,"City","Male",774
8858,"Sylvania",25,60,"City","Female",551
867952,"Sylvania",22,64,"City","Male",804
39872,"Sylvania",37,66,"City","Male",704
33204,"Freedonia",48,65,"Rural","Female",NA
227721,"Sylvania",20,67,"City","Male",660
82113,"Sylvania",74,66,"City","Male",964
410614,"Sylvania",33,68,"City","Female",573
38313,"Freedonia",27,63,"City","Female",NA
14258,"Sylvania",45,68,"City","Male",876
65478,"Sylvania",41,62,"City","Female",702
2640,"Sylvania",35,64,"City","Male",830
20950,"Sylvania",38,66,"Rural","Female",235
7033,"Sylvania",20,66,"City","Female",569
67545,"Freedonia",23,73,"Rural","Female",NA
10929,"Sylvania",50,59,"City","Male",747
17103,"Sylvania",21,64,"City","Female",552
668466,"Sylvania",38,63,"City","Female",743
14386,"Freedonia",61,63,"City","Male",NA
383363,"Freedonia",22,65,"Rural","Male",NA
102354,"Sylvania",18,66,"City","Male",650
40183,"Freedonia",57,61,"City","Male",NA
7026,"Sylvania",30,68,"Rural","Male",279
109405,"Freedonia",41,65,"Rural","Male",NA
120198,"Sylvania",40,66,"City","Female",710
3348,"Sylvania",33,67,"City","Male",785
173515,"Sylvania",26,62,"City","Male",753
120821,"Sylvania",86,65,"City","Male",1033
38154,"Freedonia",19,66,"Rural","Male",NA
12454,"Sylvania",21,61,"City","Female",594
51277,"Sylvania",41,67,"City","Male",825
32141,"Sylvania",37,71,"City","Male",856
115027,"Sylvania",45,65,"City","Male",981
11023,"Sylvania",36,64,"City","Male",989
69920,"Sylvania",56,66,"Rural","Female",254
80426,"Freedonia",32,63,"Rural","Male",NA
10617,"Sylvania",24,69,"Rural","Female",177
122802,"Sylvania",20,70,"City","Male",663
7440,"Sylvania",39,66,"City","Female",591
70882,"Sylvania",20,64,"City","Male",972
8544,"Freedonia",25,66,"Rural","Female",NA
180529,"Freedonia",72,65,"Rural","Male",NA
86660,"Sylvania",22,61,"City","Female",627
25286,"Sylvania",39,64,"City","Female",666
26806,"Sylvania",21,66,"Rural","Female",176
274583,"Freedonia",46,65,"City","Female",NA
60417,"Sylvania",40,64,"City","Female",-728
422062,"Sylvania",23,69,"City","Male",779
192758,"Sylvania",24,66,"City","Female",668
146548,"Freedonia",69,64,"Rural","Male",NA
22130,"Freedonia",30,63,"City","Male",NA
42969,"Sylvania",39,67,"City","Female",667
25153,"Sylvania",18,67,"City","Male",643
175271,"Sylvania",33,66,"Rural","Male",399
26007,"Sylvania",37,60,"City","Male",918
13001,"Sylvania",33,64,"City","Female",-792
16080,"Sylvania",27,66,"City","Female",686
14798,"Freedonia",29,70,"Rural","Female",NA
8635,"Sylvania",19,68,"City","Male",810
24838,"Sylvania",18,65,"City","Female",468
17487,"Freedonia",61,64,"City","Female",NA
13041,"Sylvania",31,64,"City","Male",-823
28285,"Sylvania",64,64,"City","Female",868
28856,"Sylvania",23,66,"City","Male",-743
15636,"Sylvania",35,64,"Rural","Female",164
40218,"Sylvania",23,68,"City","Female",661
56810,"Sylvania",29,62,"City","Female",624
27591,"Sylvania",37,63,"City","Male",759
26250,"Freedonia",21,64,"Rural","Male",NA
22131,"Sylvania",18,68,"City","Male",829
20888,"Sylvania",38,67,"City","Female",745
15545,"Sylvania",27,68,"City","Female",692
35023,"Sylvania",54,68,"City","Male",852
19202,"Freedonia",102,69,"Rural","Male",NA
23370,"Freedonia",51,61,"Rural","Male",NA
30924,"Sylvania",57,67,"Rural","Female",249
14114,"Sylvania",24,67,"City","Female",598
2968,"Freedonia",67,62,"Rural","Female",NA
