"TARGET","GENDER","MARRIAGE","CREDIT_LIMIT","AGE"
"NOT_PAID",1,1,450000,48
"PAID",1,1,150000,29
"PAID",2,2,90000,53
"PAID",1,2,130000,28
"PAID",1,2,130000,30
"PAID",2,1,390000,41
"NOT_PAID",1,2,2e+05,29
"PAID",2,1,3e+05,50
"PAID",2,1,140000,42
"PAID",2,2,2e+05,35
"PAID",1,2,30000,30
"PAID",1,2,30000,24
"PAID",2,2,160000,37
"PAID",2,2,210000,37
"PAID",2,2,310000,51
"PAID",2,1,4e+05,33
"NOT_PAID",2,1,50000,35
"PAID",1,1,80000,33
"PAID",2,2,340000,33
"PAID",1,2,140000,27
"NOT_PAID",1,1,380000,39
"NOT_PAID",2,1,50000,34
"PAID",1,2,10000,35
"PAID",2,2,30000,28
"NOT_PAID",2,1,360000,50
"PAID",2,1,150000,47
"PAID",1,2,50000,23
"PAID",1,3,120000,42
"PAID",2,2,250000,35
"NOT_PAID",1,2,20000,24
"NOT_PAID",2,1,30000,30
"PAID",1,2,260000,27
"PAID",2,2,250000,30
"PAID",2,1,260000,41
"PAID",2,1,150000,35
"PAID",2,2,160000,33
"PAID",1,2,80000,30
"PAID",2,2,5e+05,38
"PAID",2,2,110000,29
"PAID",1,2,1e+05,28
"PAID",2,1,360000,35
"PAID",1,1,330000,65
"PAID",2,1,70000,32
"NOT_PAID",1,2,140000,29
"PAID",1,2,2e+05,31
"NOT_PAID",1,1,50000,49
"PAID",1,1,290000,56
"PAID",1,1,30000,57
"PAID",2,2,180000,31
"PAID",1,1,30000,38
"PAID",2,1,180000,47
"PAID",1,1,240000,39
"PAID",2,1,130000,27
"NOT_PAID",1,1,230000,32
"NOT_PAID",1,2,5e+05,43
"PAID",1,2,360000,33
"NOT_PAID",1,2,50000,23
"NOT_PAID",1,2,2e+05,31
"PAID",1,1,230000,45
"NOT_PAID",2,1,70000,32
"NOT_PAID",1,2,50000,29
"PAID",1,1,5e+05,46
"NOT_PAID",1,1,140000,28
"PAID",2,2,140000,23
"NOT_PAID",1,2,130000,32
"PAID",2,1,160000,48
"PAID",2,2,50000,58
"NOT_PAID",1,1,20000,41
"PAID",2,1,360000,42
"NOT_PAID",2,1,160000,51
"PAID",2,1,250000,37
"NOT_PAID",2,2,130000,25
"NOT_PAID",1,2,190000,36
"PAID",2,2,180000,25
"PAID",1,2,80000,43
"PAID",1,2,240000,40
"PAID",1,2,50000,35
"PAID",2,2,160000,50
"PAID",2,1,90000,49
"PAID",2,1,310000,37
"PAID",1,2,60000,27
"PAID",1,2,240000,29
"PAID",2,2,50000,24
"PAID",2,1,150000,34
"PAID",2,1,130000,44
"PAID",2,2,20000,22
"PAID",1,1,150000,40
"PAID",1,1,240000,42
"PAID",1,1,50000,45
"PAID",1,1,50000,51
"NOT_PAID",1,1,270000,51
"PAID",2,2,20000,28
"PAID",2,1,3e+05,33
"PAID",1,1,390000,34
"PAID",2,1,110000,37
"PAID",1,1,90000,58
"PAID",2,1,3e+05,30
"NOT_PAID",1,1,450000,42
"NOT_PAID",1,2,20000,30
"PAID",2,2,5e+05,33
"PAID",2,2,30000,46
"NOT_PAID",1,2,50000,51
"PAID",2,2,140000,26
"NOT_PAID",1,1,10000,43
"PAID",2,2,120000,37
"PAID",1,2,30000,30
"PAID",2,1,30000,22
"PAID",1,2,20000,33
"PAID",1,2,10000,36
"NOT_PAID",2,1,110000,35
"PAID",2,1,280000,29
"PAID",1,1,5e+05,42
"NOT_PAID",2,1,50000,46
"PAID",1,1,230000,30
"PAID",1,1,50000,53
"PAID",2,2,120000,24
"PAID",1,2,30000,26
"PAID",2,1,330000,28
"PAID",1,1,360000,30
"PAID",1,2,40000,26
"NOT_PAID",2,2,110000,29
"PAID",2,1,40000,39
"PAID",2,1,70000,30
"NOT_PAID",1,2,1e+05,26
"PAID",2,1,210000,50
"PAID",1,1,360000,38
"PAID",1,2,260000,27
"PAID",2,2,2e+05,34
"NOT_PAID",1,1,160000,43
"PAID",2,1,420000,29
"NOT_PAID",2,2,140000,28
"NOT_PAID",1,2,180000,38
"PAID",2,1,150000,39
"PAID",2,1,30000,35
"PAID",1,2,5e+05,34
"PAID",1,1,240000,45
"PAID",1,2,30000,22
"PAID",1,2,80000,28
"PAID",1,2,80000,34
"PAID",1,1,310000,39
"PAID",2,2,180000,33
"NOT_PAID",2,2,60000,23
"PAID",2,2,170000,33
"PAID",2,1,180000,31
"NOT_PAID",1,1,180000,28
"PAID",1,1,350000,42
"PAID",1,1,360000,36
"NOT_PAID",1,1,140000,46
"PAID",2,2,310000,30
"PAID",1,2,30000,25
"NOT_PAID",1,2,2e+05,32
"NOT_PAID",2,2,120000,37
"PAID",1,1,260000,45
"PAID",2,2,60000,32
"PAID",1,2,50000,24
"PAID",1,2,80000,28
"PAID",1,1,60000,46
"PAID",2,1,2e+05,27
"PAID",2,2,140000,28
"NOT_PAID",1,2,30000,25
"PAID",2,1,110000,34
"PAID",2,1,90000,39
"PAID",2,2,40000,27
"PAID",2,1,110000,29
"PAID",2,2,640000,30
"PAID",1,2,20000,51
"PAID",2,1,50000,36
"PAID",1,1,30000,25
"PAID",2,2,140000,32
"PAID",1,2,70000,36
"NOT_PAID",2,1,80000,42
"PAID",2,2,1e+05,31
"PAID",1,2,180000,40
"PAID",2,2,50000,28
"NOT_PAID",1,1,170000,35
"NOT_PAID",2,2,50000,23
"NOT_PAID",1,2,140000,28
"NOT_PAID",1,2,1e+05,29
"PAID",1,1,10000,36
"PAID",2,2,50000,22
"NOT_PAID",2,1,30000,24
"PAID",2,2,80000,27
"PAID",2,2,290000,29
"PAID",2,2,110000,27
"PAID",2,2,30000,24
"PAID",2,1,70000,23
"PAID",2,2,3e+05,26
"NOT_PAID",1,1,30000,47
"PAID",2,2,2e+05,36
"NOT_PAID",1,2,130000,27
"PAID",1,2,80000,25
"PAID",2,2,50000,37
"PAID",2,2,310000,30
"PAID",2,1,160000,31
"PAID",1,1,240000,30
"PAID",2,1,1e+05,36
"PAID",2,2,2e+05,27
"PAID",2,2,50000,38
"PAID",2,2,320000,45
"PAID",1,1,60000,37
"PAID",1,1,60000,43
"NOT_PAID",1,1,50000,42
"NOT_PAID",1,1,360000,41
"PAID",2,2,60000,32
"PAID",2,2,210000,28
"NOT_PAID",1,1,20000,39
"PAID",2,1,1e+05,40
"PAID",2,2,2e+05,32
"PAID",2,1,180000,28
"NOT_PAID",2,2,70000,50
"PAID",2,2,170000,48
"PAID",1,2,80000,36
"PAID",2,1,4e+05,41
"PAID",2,1,140000,40
"PAID",1,1,60000,57
"PAID",1,1,360000,44
"PAID",2,1,240000,43
"PAID",2,2,80000,27
"PAID",2,2,270000,39
"PAID",2,1,30000,39
"NOT_PAID",1,1,480000,58
"PAID",1,1,160000,50
"NOT_PAID",2,2,180000,34
"NOT_PAID",1,2,3e+05,29
"PAID",2,2,2e+05,31
"PAID",2,2,50000,30
"PAID",2,1,320000,39
"NOT_PAID",2,1,30000,35
"PAID",2,1,5e+05,38
"PAID",1,1,360000,40
"NOT_PAID",2,1,50000,53
"PAID",2,2,80000,29
"PAID",1,2,10000,23
"PAID",2,2,280000,23
"PAID",2,1,3e+05,31
"PAID",2,1,280000,34
"PAID",1,1,170000,42
"PAID",2,1,260000,36
"PAID",1,1,360000,44
"PAID",2,2,360000,31
"PAID",1,1,2e+05,38
"PAID",2,2,50000,28
"PAID",2,1,130000,45
"NOT_PAID",1,1,20000,32
"NOT_PAID",2,1,50000,52
"PAID",2,1,190000,30
"PAID",1,1,140000,36
"PAID",2,1,70000,40
"PAID",2,2,150000,36
"PAID",2,2,140000,29
"NOT_PAID",1,2,50000,27
"PAID",2,1,350000,55
"NOT_PAID",1,2,80000,53
"PAID",1,2,4e+05,34
"PAID",2,1,170000,38
"PAID",2,3,20000,47
"PAID",1,1,450000,40
"PAID",2,1,2e+05,36
"PAID",2,1,2e+05,36
"NOT_PAID",2,1,1e+05,53
"PAID",1,1,60000,39
"PAID",2,1,230000,37
"PAID",2,2,230000,29
"PAID",1,1,60000,46
"PAID",2,1,160000,34
"NOT_PAID",1,1,310000,34
"PAID",2,2,430000,30
"PAID",2,1,240000,47
"PAID",1,2,60000,29
"PAID",1,2,30000,28
"NOT_PAID",1,1,180000,30
"PAID",1,2,20000,24
"NOT_PAID",1,2,30000,24
"PAID",2,1,320000,55
"NOT_PAID",1,2,5e+05,32
"PAID",2,1,170000,47
"PAID",2,2,20000,24
"PAID",2,2,360000,29
"PAID",2,2,90000,24
"PAID",2,1,1e+05,40
"PAID",1,2,1e+05,37
"PAID",1,1,170000,38
"PAID",2,2,1e+05,32
"PAID",1,2,20000,27
"PAID",1,1,220000,32
"PAID",2,2,470000,31
"PAID",2,2,1e+05,24
"PAID",1,2,10000,23
"PAID",2,2,230000,29
"PAID",2,2,50000,28
"NOT_PAID",1,1,50000,30
"PAID",2,2,120000,30
"NOT_PAID",2,1,160000,33
"PAID",1,2,120000,27
"PAID",2,2,30000,21
"PAID",2,2,180000,29
"PAID",1,2,30000,23
"PAID",2,1,2e+05,40
"PAID",2,2,10000,33
"PAID",1,2,230000,39
"PAID",2,1,2e+05,53
"NOT_PAID",1,1,110000,46
"PAID",1,1,50000,40
"PAID",2,2,50000,23
"PAID",1,1,220000,43
"PAID",1,1,5e+05,43
"PAID",1,1,140000,43
"PAID",2,2,50000,30
"PAID",1,2,50000,24
"PAID",2,2,150000,32
"PAID",1,2,150000,35
"PAID",1,1,240000,43
"PAID",1,2,180000,31
"PAID",1,1,240000,44
"PAID",2,2,150000,27
"PAID",2,1,260000,41
"PAID",2,1,160000,34
"PAID",2,1,290000,39
"PAID",1,2,240000,48
"PAID",1,1,50000,56
"PAID",2,1,170000,46
"NOT_PAID",2,1,130000,46
"PAID",1,2,80000,27
"PAID",1,1,30000,45
"PAID",2,1,1e+05,40
"PAID",1,2,10000,23
"PAID",2,2,320000,30
"PAID",1,1,50000,36
"NOT_PAID",1,2,80000,29
"NOT_PAID",2,2,70000,26
"PAID",2,2,7e+05,28
"PAID",2,2,360000,26
"PAID",1,2,380000,30
"PAID",1,2,50000,40
"NOT_PAID",1,1,20000,45
"NOT_PAID",2,2,350000,33
"NOT_PAID",2,2,80000,29
"NOT_PAID",1,1,150000,35
"PAID",2,2,3e+05,35
"PAID",1,1,4e+05,39
"PAID",2,1,250000,35
"NOT_PAID",2,2,50000,23
"PAID",2,1,230000,44
"PAID",2,2,1e+05,27
"PAID",1,2,380000,34
"PAID",2,2,260000,28
"PAID",1,2,470000,31
"PAID",1,2,80000,29
"NOT_PAID",1,2,140000,36
"NOT_PAID",1,1,140000,45
"NOT_PAID",1,1,50000,36
"NOT_PAID",2,1,180000,37
"NOT_PAID",2,2,30000,23
"NOT_PAID",2,2,30000,22
"NOT_PAID",2,1,50000,25
"PAID",2,2,250000,35
"PAID",2,2,310000,25
"PAID",2,1,360000,51
"PAID",1,2,50000,31
"PAID",2,2,480000,30
"PAID",2,2,50000,24
"PAID",1,2,160000,37
"PAID",2,2,140000,30
"PAID",2,2,310000,27
"PAID",2,2,30000,27
"PAID",2,1,40000,27
"PAID",1,1,80000,55
"PAID",2,2,30000,41
"PAID",2,2,2e+05,26
"PAID",2,1,270000,42
"PAID",1,2,180000,32
"PAID",2,2,180000,34
"PAID",1,2,10000,21
"NOT_PAID",1,1,120000,48
"NOT_PAID",1,2,30000,36
"PAID",2,1,3e+05,30
"PAID",2,1,50000,61
"PAID",1,1,150000,58
"PAID",2,2,3e+05,36
"PAID",1,2,50000,26
"PAID",1,2,10000,34
"PAID",2,2,260000,35
"PAID",2,1,4e+05,28
"PAID",2,2,50000,39
"PAID",2,2,50000,22
"PAID",2,2,280000,28
"PAID",2,2,10000,22
"PAID",2,1,80000,32
"PAID",2,1,150000,52
"PAID",2,2,20000,53
"NOT_PAID",1,2,50000,24
"PAID",2,2,170000,31
"PAID",2,2,130000,33
"PAID",2,2,50000,29
"PAID",2,2,50000,27
"NOT_PAID",1,1,180000,40
"PAID",2,1,20000,50
"PAID",1,2,410000,29
"PAID",2,2,50000,26
"PAID",2,1,270000,47
"PAID",2,2,80000,24
"PAID",2,2,140000,48
"NOT_PAID",1,1,60000,29
"PAID",2,2,180000,26
"PAID",2,2,320000,34
"NOT_PAID",1,2,40000,26
"PAID",2,2,380000,32
"PAID",2,1,150000,36
"PAID",2,2,110000,25
"PAID",1,2,110000,26
"PAID",2,1,1e+05,26
"PAID",1,2,240000,35
"PAID",2,2,50000,25
"PAID",1,2,50000,38
"PAID",1,2,2e+05,29
"PAID",2,2,80000,27
"NOT_PAID",1,2,40000,49
"PAID",1,1,250000,29
"PAID",2,2,230000,24
"NOT_PAID",1,2,30000,26
"NOT_PAID",2,2,80000,52
"PAID",2,2,1e+05,37
"PAID",2,1,230000,28
"NOT_PAID",1,1,490000,50
"NOT_PAID",2,2,30000,44
"PAID",1,1,40000,49
"NOT_PAID",1,1,450000,34
"NOT_PAID",2,2,50000,23
"PAID",1,2,20000,26
"PAID",2,1,260000,36
"PAID",1,2,10000,28
"PAID",1,2,5e+05,38
"PAID",2,1,70000,25
"PAID",2,1,1e+05,28
"PAID",2,1,50000,30
"NOT_PAID",2,2,4e+05,33
"PAID",1,1,270000,49
"PAID",1,2,260000,38
"PAID",2,2,250000,32
"PAID",1,2,360000,30
"PAID",1,2,230000,30
"PAID",1,2,110000,27
"PAID",2,1,50000,32
"PAID",1,1,80000,38
"NOT_PAID",2,1,10000,32
"NOT_PAID",1,1,20000,52
"PAID",2,2,2e+05,33
"PAID",1,2,180000,40
"PAID",2,1,120000,69
"NOT_PAID",2,1,80000,47
"PAID",1,1,220000,50
"PAID",1,2,360000,32
"PAID",2,2,50000,25
"PAID",2,1,150000,31
"PAID",2,2,70000,27
"NOT_PAID",2,2,20000,25
"NOT_PAID",2,1,150000,32
"PAID",1,1,40000,35
"PAID",1,2,170000,27
"PAID",2,1,220000,37
"NOT_PAID",2,1,110000,41
"PAID",2,1,30000,47
"PAID",2,2,230000,32
"PAID",2,2,270000,38
"NOT_PAID",2,2,360000,47
"PAID",2,2,180000,25
"NOT_PAID",1,1,360000,49
"PAID",2,2,280000,47
"PAID",2,1,170000,63
"PAID",2,3,50000,33
"PAID",1,2,160000,44
"PAID",2,2,160000,42
"PAID",2,2,160000,24
"PAID",1,2,50000,27
"PAID",2,2,50000,49
"PAID",2,2,180000,30
"PAID",2,2,210000,38
"PAID",1,1,20000,40
"PAID",1,2,570000,29
"PAID",1,2,280000,27
"NOT_PAID",2,2,50000,24
"NOT_PAID",2,2,20000,46
"NOT_PAID",1,2,30000,28
"PAID",1,1,240000,37
"PAID",1,2,30000,47
"PAID",2,1,90000,47
"PAID",1,2,60000,25
"PAID",1,2,5e+05,34
"NOT_PAID",1,1,70000,34
"PAID",1,2,140000,27
"PAID",1,2,30000,32
"PAID",1,1,140000,55
"PAID",1,2,290000,44
"PAID",2,1,360000,36
"PAID",1,2,30000,34
"PAID",2,1,170000,33
"PAID",1,1,290000,46
"PAID",2,2,270000,53
"NOT_PAID",1,1,2e+05,49
"PAID",2,1,140000,45
"PAID",2,2,230000,39
"PAID",1,2,80000,26
"PAID",1,2,350000,36
"PAID",2,1,50000,42
"PAID",1,2,50000,32
"NOT_PAID",2,1,390000,45
"PAID",2,2,80000,25
"PAID",2,2,150000,23
"PAID",1,2,10000,23
"PAID",1,2,1e+05,31
"PAID",2,1,310000,41
"PAID",1,2,80000,31
"NOT_PAID",1,1,40000,46
"PAID",2,1,180000,43
"PAID",1,1,1e+05,60
"PAID",2,1,140000,31
"PAID",1,2,230000,27
"NOT_PAID",1,2,20000,24
"PAID",2,1,90000,55
"PAID",1,2,50000,29
"PAID",2,1,50000,39
"PAID",1,1,50000,51
"PAID",1,2,2e+05,28
"NOT_PAID",1,2,20000,23
"PAID",1,2,4e+05,46
"PAID",1,2,20000,38
"PAID",1,2,40000,36
"PAID",1,2,240000,28
"PAID",2,1,240000,37
"PAID",2,2,80000,38
"PAID",1,1,180000,37
"NOT_PAID",2,2,20000,22
"PAID",1,1,20000,44
"PAID",1,1,20000,41
"PAID",2,2,360000,25
"PAID",2,1,130000,31
"NOT_PAID",1,1,30000,47
"PAID",2,1,110000,33
"PAID",1,2,30000,46
"NOT_PAID",2,2,80000,26
"PAID",2,1,350000,31
"PAID",2,2,50000,24
"PAID",2,2,110000,23
"PAID",2,2,180000,32
"PAID",2,1,440000,32
"PAID",2,2,1e+05,42
"PAID",1,2,2e+05,33
"PAID",2,1,140000,39
"NOT_PAID",2,2,230000,31
"NOT_PAID",2,2,10000,44
"PAID",2,2,280000,35
"NOT_PAID",1,1,310000,42
"PAID",2,1,260000,33
"PAID",1,2,270000,29
"PAID",1,2,50000,23
"PAID",1,1,450000,46
"PAID",1,1,190000,54
"PAID",2,2,290000,28
"PAID",2,1,480000,60
"PAID",1,1,360000,34
"PAID",1,2,380000,32
"NOT_PAID",1,2,20000,24
"PAID",1,1,50000,52
"PAID",1,1,450000,34
"NOT_PAID",2,2,50000,24
"PAID",1,1,380000,34
"PAID",2,2,150000,34
"PAID",2,2,50000,23
"PAID",2,2,150000,33
"PAID",2,1,50000,43
"PAID",1,2,50000,24
"NOT_PAID",2,2,230000,26
"PAID",2,2,310000,32
"PAID",2,1,310000,34
"PAID",2,1,50000,50
"PAID",1,2,240000,32
"PAID",2,2,4e+05,26
"PAID",2,2,90000,47
"PAID",1,1,50000,43
"PAID",2,2,250000,30
"PAID",1,1,2e+05,44
"PAID",1,1,10000,37
"PAID",1,1,310000,36
"NOT_PAID",2,2,340000,46
"PAID",1,1,220000,34
"PAID",1,2,5e+05,36
"PAID",2,1,80000,41
"PAID",1,2,2e+05,36
"PAID",2,1,270000,36
"NOT_PAID",2,2,1e+05,29
"NOT_PAID",1,2,1e+05,29
"PAID",1,2,50000,25
"PAID",2,2,260000,33
"PAID",2,2,1e+05,24
"PAID",2,2,240000,31
"NOT_PAID",2,1,50000,28
"PAID",1,2,50000,54
"PAID",2,2,2e+05,44
"NOT_PAID",1,1,150000,36
"PAID",1,1,150000,41
"PAID",1,1,50000,40
"PAID",1,2,1e+05,27
"PAID",1,2,30000,25
"PAID",2,2,350000,31
"PAID",1,2,50000,50
"PAID",2,1,50000,34
"PAID",2,2,250000,43
"NOT_PAID",2,2,3e+05,24
"PAID",2,2,80000,22
"NOT_PAID",1,1,30000,45
"PAID",2,2,370000,29
"PAID",1,1,50000,43
"PAID",2,1,30000,22
"PAID",2,2,2e+05,26
"PAID",2,1,230000,48
"PAID",2,2,290000,29
"PAID",2,1,1e+05,39
"PAID",1,2,80000,26
"NOT_PAID",2,2,90000,39
"PAID",1,1,90000,37
"PAID",1,2,80000,26
"PAID",2,2,260000,39
"PAID",1,2,210000,34
"NOT_PAID",2,1,80000,26
"PAID",2,2,170000,25
"PAID",2,2,240000,38
"PAID",2,2,150000,32
"PAID",2,2,220000,28
"PAID",1,2,80000,27
"PAID",1,1,160000,41
"PAID",2,1,140000,37
"PAID",2,2,130000,25
"PAID",2,2,280000,34
"PAID",1,2,2e+05,28
"NOT_PAID",1,3,50000,36
"PAID",2,2,150000,44
"PAID",2,1,210000,36
"NOT_PAID",1,1,190000,39
"PAID",2,2,140000,28
"PAID",2,1,160000,41
"NOT_PAID",2,1,180000,39
"PAID",2,2,20000,22
"PAID",2,1,50000,37
"PAID",2,1,150000,34
"PAID",2,1,210000,33
"PAID",2,2,5e+05,43
"PAID",2,2,70000,22
"NOT_PAID",1,2,1e+05,27
"PAID",2,2,20000,27
"PAID",1,2,20000,23
"NOT_PAID",1,2,50000,25
"PAID",2,2,340000,27
"PAID",1,2,130000,29
"PAID",2,1,320000,53
"NOT_PAID",2,1,220000,41
"NOT_PAID",1,1,50000,24
"PAID",2,2,150000,25
"PAID",1,2,5e+05,29
"PAID",2,2,220000,29
"PAID",2,2,70000,24
"PAID",2,2,70000,24
"PAID",2,2,360000,26
"PAID",1,2,1e+05,30
"NOT_PAID",1,2,360000,30
"PAID",2,2,210000,29
"PAID",2,1,50000,34
"PAID",2,2,50000,25
"PAID",2,2,4e+05,30
"PAID",2,1,290000,36
"PAID",2,1,320000,39
"NOT_PAID",2,1,20000,24
"PAID",1,1,5e+05,51
"PAID",1,1,290000,40
"PAID",1,1,50000,38
"PAID",1,1,50000,60
"PAID",2,1,390000,53
"NOT_PAID",2,2,90000,27
"PAID",2,1,50000,53
"NOT_PAID",2,2,230000,28
"NOT_PAID",1,1,70000,37
"PAID",2,1,360000,36
"PAID",2,2,3e+05,31
"NOT_PAID",1,1,50000,51
"NOT_PAID",2,2,80000,26
"PAID",1,1,10000,50
"PAID",1,2,10000,28
"PAID",2,2,140000,29
"PAID",1,1,1e+05,50
"NOT_PAID",1,2,30000,42
"PAID",1,1,280000,49
"NOT_PAID",2,2,80000,25
"PAID",1,1,30000,59
"NOT_PAID",2,1,390000,64
"NOT_PAID",2,1,10000,49
"NOT_PAID",1,1,70000,49
"PAID",2,2,160000,37
"PAID",2,1,80000,51
"NOT_PAID",1,2,30000,24
"PAID",2,1,2e+05,40
"NOT_PAID",2,2,60000,24
"PAID",2,1,220000,36
"PAID",2,1,30000,41
"NOT_PAID",2,2,60000,33
"NOT_PAID",2,2,30000,23
"PAID",1,2,180000,36
"PAID",2,1,430000,34
"NOT_PAID",1,2,190000,28
"PAID",2,3,20000,39
"PAID",2,1,150000,48
"PAID",1,2,140000,61
"PAID",1,1,2e+05,40
"PAID",2,2,240000,35
"PAID",1,1,50000,33
"NOT_PAID",1,1,50000,37
"PAID",1,2,470000,34
"PAID",1,1,90000,37
"PAID",2,1,420000,45
"PAID",2,1,430000,32
"PAID",2,2,150000,27
"PAID",2,1,450000,35
"PAID",2,1,220000,41
"PAID",1,2,150000,35
"PAID",1,2,120000,31
"PAID",2,1,80000,32
"PAID",2,2,230000,32
"PAID",2,1,40000,24
"PAID",2,1,3e+05,66
"PAID",2,1,360000,51
"NOT_PAID",2,2,50000,22
"PAID",1,2,2e+05,33
"PAID",1,1,170000,38
"PAID",2,2,1e+05,56
"PAID",2,2,20000,21
"PAID",1,2,20000,24
"PAID",2,1,210000,36
"PAID",2,2,50000,29
"PAID",1,2,50000,42
"NOT_PAID",1,2,120000,26
"NOT_PAID",2,1,80000,52
"NOT_PAID",1,2,190000,29
"NOT_PAID",2,2,180000,31
"NOT_PAID",1,2,180000,29
"PAID",2,2,110000,26
"PAID",1,2,220000,35
"PAID",2,2,80000,22
"PAID",1,1,2e+05,40
"NOT_PAID",1,1,60000,51
"NOT_PAID",2,1,5e+05,42
"PAID",1,2,3e+05,33
"NOT_PAID",2,1,150000,30
"PAID",2,2,90000,24
"NOT_PAID",1,1,240000,44
"PAID",2,1,190000,45
"PAID",1,2,80000,37
"PAID",2,2,5e+05,37
"PAID",2,2,360000,42
"PAID",1,2,60000,24
"PAID",2,2,140000,25
"PAID",2,1,50000,37
"NOT_PAID",1,1,30000,41
"PAID",2,1,150000,28
"PAID",2,1,180000,26
"PAID",2,2,660000,33
"PAID",1,2,210000,28
"PAID",2,2,230000,52
"NOT_PAID",1,1,1e+05,24
"PAID",1,1,50000,43
"PAID",1,1,340000,38
"NOT_PAID",1,0,70000,26
"PAID",2,1,220000,43
"NOT_PAID",2,1,170000,30
"PAID",1,2,280000,26
"PAID",2,1,370000,39
"NOT_PAID",1,2,450000,36
"PAID",1,2,130000,28
"PAID",2,1,4e+05,32
"PAID",1,2,90000,29
"PAID",1,1,450000,33
"PAID",2,2,130000,33
"PAID",2,2,20000,24
"NOT_PAID",2,1,50000,27
"PAID",2,2,2e+05,29
"PAID",1,2,150000,55
"PAID",2,2,250000,40
"PAID",1,1,270000,47
"PAID",1,2,260000,36
"PAID",1,1,110000,34
"PAID",1,2,50000,25
"PAID",1,1,2e+05,49
"PAID",2,2,60000,25
"PAID",1,1,2e+05,46
"PAID",1,1,50000,38
"PAID",2,2,70000,22
"PAID",2,2,50000,24
"PAID",2,2,230000,34
"PAID",2,1,20000,45
"PAID",1,2,330000,28
"NOT_PAID",2,2,50000,51
"PAID",1,1,460000,42
"NOT_PAID",2,2,30000,27
"PAID",1,2,2e+05,30
"NOT_PAID",1,2,50000,23
"PAID",1,1,50000,38
"PAID",1,1,2e+05,33
"PAID",2,2,360000,38
"PAID",1,2,230000,43
"PAID",2,1,2e+05,34
"NOT_PAID",1,1,20000,51
"PAID",1,1,2e+05,41
"PAID",2,2,30000,27
"PAID",2,1,360000,31
"NOT_PAID",1,2,10000,29
"PAID",2,1,180000,34
"PAID",1,2,270000,31
"NOT_PAID",2,2,240000,42
"PAID",2,2,280000,43
"PAID",1,1,330000,34
"PAID",2,2,2e+05,46
"PAID",1,2,1e+05,36
"NOT_PAID",2,2,170000,30
"PAID",2,2,210000,29
"PAID",1,2,1e+05,26
"PAID",2,1,2e+05,67
"PAID",1,2,230000,30
"PAID",2,2,90000,35
"PAID",2,1,170000,28
"NOT_PAID",2,1,1e+05,42
"PAID",1,2,20000,24
"PAID",1,1,50000,53
"NOT_PAID",2,2,180000,40
"NOT_PAID",2,1,60000,28
"PAID",2,1,80000,39
"PAID",1,1,350000,30
"PAID",1,1,20000,28
"PAID",2,1,160000,30
"NOT_PAID",1,2,150000,29
"PAID",1,1,150000,44
"PAID",1,2,50000,46
"PAID",1,1,5e+05,45
"PAID",2,1,480000,37
"NOT_PAID",1,2,340000,44
"PAID",2,1,180000,47
"PAID",2,3,50000,45
"PAID",2,2,360000,31
"PAID",1,1,350000,31
"PAID",1,2,180000,30
"PAID",1,1,50000,34
"NOT_PAID",2,1,70000,31
"NOT_PAID",2,2,40000,23
"PAID",2,1,270000,37
"PAID",2,2,70000,23
"PAID",1,2,280000,41
"PAID",2,1,260000,42
"NOT_PAID",2,2,20000,23
"NOT_PAID",2,2,80000,26
"PAID",1,1,20000,27
"NOT_PAID",1,2,290000,37
"PAID",2,2,180000,33
"PAID",2,1,250000,43
"PAID",1,2,230000,30
"PAID",2,2,240000,41
"PAID",2,1,190000,34
"PAID",1,2,2e+05,29
"PAID",1,2,30000,43
"PAID",2,2,180000,42
"NOT_PAID",2,2,210000,33
"NOT_PAID",2,1,30000,34
"PAID",2,2,60000,44
"PAID",1,1,2e+05,29
"NOT_PAID",2,2,150000,35
"NOT_PAID",2,1,130000,41
"PAID",2,1,210000,34
"PAID",2,1,140000,37
"NOT_PAID",2,1,80000,39
"PAID",2,1,240000,36
"PAID",1,2,50000,44
"PAID",1,2,50000,30
"PAID",1,1,160000,49
"PAID",2,2,260000,31
"PAID",1,2,80000,31
"NOT_PAID",2,1,1e+05,46
"PAID",2,1,280000,35
"PAID",1,2,50000,36
"PAID",2,2,260000,31
"NOT_PAID",1,1,30000,36
"PAID",2,1,30000,25
"PAID",1,2,130000,33
"PAID",2,2,50000,48
"NOT_PAID",1,1,150000,35
"PAID",2,1,2e+05,58
"PAID",1,1,560000,32
"PAID",1,2,20000,26
"PAID",1,1,270000,41
"NOT_PAID",2,2,3e+05,48
"PAID",2,1,1e+05,29
"PAID",1,2,20000,43
"PAID",1,1,20000,69
"PAID",1,1,70000,56
"PAID",2,2,60000,31
"PAID",2,1,180000,51
"PAID",2,2,360000,31
"NOT_PAID",1,1,2e+05,34
"PAID",2,1,170000,42
"PAID",2,1,170000,51
"PAID",2,1,60000,51
"NOT_PAID",1,2,30000,27
"PAID",2,1,140000,37
"PAID",1,2,20000,25
"PAID",2,2,20000,27
"PAID",1,2,520000,39
"PAID",2,2,30000,22
"PAID",2,2,70000,24
"PAID",2,1,80000,54
"NOT_PAID",1,1,50000,36
"PAID",2,2,170000,25
"PAID",2,2,160000,24
"PAID",2,2,360000,30
"PAID",2,2,420000,25
"PAID",1,2,30000,45
"PAID",1,1,60000,36
"PAID",2,1,160000,31
"PAID",2,1,170000,44
