destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Accepted,ageActual
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,NA,1~3,NA,4~8,4~8,NA,1,1,0,0,1,1,31
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,NA,1~3,NA,4~8,4~8,NA,1,1,0,0,1,1,29
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,NA,1~3,NA,4~8,4~8,NA,1,1,0,0,1,1,32
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,NA,1~3,NA,4~8,4~8,NA,1,1,0,0,1,1,34
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,NA,1~3,NA,4~8,4~8,NA,1,1,0,0,1,0,32
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,NA,1~3,NA,4~8,4~8,NA,1,0,0,0,1,1,30
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,NA,1~3,NA,4~8,4~8,NA,1,1,0,0,1,0,35
Home,Alone,Sunny,55,6PM,Bar,1d,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,NA,1~3,NA,4~8,4~8,NA,1,0,0,1,0,1,28
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,NA,1~3,NA,4~8,4~8,NA,1,1,0,0,1,1,32
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,NA,1~3,NA,4~8,4~8,NA,1,0,0,0,1,0,31
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,NA,1~3,NA,4~8,4~8,NA,1,1,1,0,1,0,34
Work,Alone,Sunny,55,7AM,Bar,1d,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,NA,1~3,NA,4~8,4~8,NA,1,1,1,0,1,1,32
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,NA,1~3,NA,4~8,4~8,NA,1,1,0,0,1,0,32
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,NA,1~3,NA,4~8,4~8,NA,1,0,0,1,0,1,32
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,NA,1~3,NA,4~8,4~8,NA,1,0,0,0,1,0,33
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,NA,1~3,NA,4~8,4~8,NA,1,1,0,0,1,0,30
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,0,0,0,1,1,17
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,0,0,0,1,1,17
No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,0,0,0,1,1,13
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,1,0,0,1,1,18
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,0,0,0,1,1,15
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,1,0,0,1,1,14
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,1,0,0,1,1,15
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,1,0,0,1,1,19
No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,0,0,0,1,1,16
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,1,0,0,1,1,15
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,0,0,0,1,1,14
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,1,0,0,1,1,14
No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,0,0,0,1,1,18
Home,Alone,Sunny,55,6PM,Bar,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,0,0,1,0,1,18
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,1,0,0,1,1,14
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,0,0,0,1,0,14
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,1,1,0,1,0,15
Work,Alone,Sunny,55,7AM,Bar,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,1,1,0,1,0,15
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,1,0,0,1,1,17
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,0,0,1,0,1,17
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,0,0,0,1,1,15
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,1~3,never,1~3,1,1,0,0,1,0,14
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,0,0,0,1,1,27
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,0,0,0,1,0,24
No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,0,0,0,1,1,25
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,1,0,0,1,0,25
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,0,0,0,1,1,26
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,1,0,0,1,0,28
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,1,0,0,1,1,28
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,1,0,0,1,1,27
No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,0,0,0,1,0,28
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,1,0,0,1,1,28
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,0,0,0,1,0,28
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,1,0,0,1,1,24
No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,0,0,0,1,1,26
Home,Alone,Sunny,55,6PM,Bar,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,0,0,1,0,0,26
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,1,0,0,1,0,28
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,0,0,0,1,1,25
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,1,1,0,1,1,23
Work,Alone,Sunny,55,7AM,Bar,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,1,1,0,1,0,25
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,1,0,0,1,0,27
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,0,0,1,0,0,28
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,0,0,0,1,1,24
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,1,0,0,1,0,25
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,0,0,0,1,1,52
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,0,0,0,1,0,53
No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,0,0,0,1,0,54
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,1,0,0,1,1,49
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,0,0,0,1,1,55
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,1,0,0,1,0,50
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,1,0,0,1,0,54
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,1,0,0,1,1,48
No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,0,0,0,1,0,48
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,1,0,0,1,1,48
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,0,0,0,1,0,51
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,1,0,0,1,1,52
No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,0,0,0,1,1,54
Home,Alone,Sunny,55,6PM,Bar,1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,0,0,1,0,0,53
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,1,0,0,1,0,49
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,0,0,0,1,0,49
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,1,1,0,1,0,52
Work,Alone,Sunny,55,7AM,Bar,1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,1,1,0,1,0,47
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,1,0,0,1,0,51
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,0,0,1,0,0,52
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,0,0,0,1,1,50
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,NA,never,never,less1,1~3,less1,1,1,0,0,1,0,49
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,0,0,0,1,1,50
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,0,0,0,1,1,51
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,1,0,0,1,1,50
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,1,0,0,1,0,48
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,1,0,0,1,0,52
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,1,0,0,1,0,52
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,1,0,0,1,1,51
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,0,0,0,1,0,53
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),1d,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,0,0,0,1,1,52
No Urgent Place,Partner,Sunny,80,10AM,Bar,2h,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,0,0,0,1,0,51
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,1,0,0,1,0,50
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2h,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,0,0,0,1,1,48
No Urgent Place,Partner,Sunny,80,6PM,Bar,1d,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,1,0,0,1,0,52
Home,Alone,Sunny,55,6PM,Bar,1d,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,0,0,1,0,0,51
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,1,0,0,1,0,49
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,0,0,0,1,0,53
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,1,1,0,1,0,52
Work,Alone,Sunny,55,7AM,Bar,1d,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,1,1,0,1,0,50
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,1,0,0,1,1,52
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,0,0,1,0,1,56
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,0,0,0,1,1,51
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,NA,never,4~8,4~8,1~3,less1,1,1,0,0,1,0,51
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,0,0,0,1,1,20
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,0,0,0,1,1,18
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,1,0,0,1,1,21
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,1,0,0,1,1,20
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,1,0,0,1,1,21
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,1,0,0,1,1,22
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,1,0,0,1,1,20
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,0,0,0,1,1,18
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),1d,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,0,0,0,1,0,22
No Urgent Place,Partner,Sunny,80,10AM,Bar,2h,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,0,0,0,1,0,17
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,1,0,0,1,1,20
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,0,0,0,1,1,23
No Urgent Place,Partner,Sunny,80,6PM,Bar,1d,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,1,0,0,1,0,24
Home,Alone,Sunny,55,6PM,Bar,1d,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,0,0,1,0,0,20
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,1,0,0,1,0,19
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,0,0,0,1,1,21
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,1,1,0,1,1,22
Work,Alone,Sunny,55,7AM,Bar,1d,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,1,1,0,1,0,20
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,NA,never,1~3,1~3,4~8,never,1,1,0,0,1,0,22
