Limit_Bal,Education,Marriage,Age,Pay_0,Bill_Amt1,Pay_Amt1,Payment,Card
50000,University,married,31,Delay0,44970,3855,Missed,Normal
360000,University,single,38,unknown,0,0,Paid,Gold
170000,Graduate school,married,35,Delay0,86239,1512,Paid,Normal
70000,University,single,26,Delay0,67864,3517,Missed,Gold
360000,Graduate school,single,34,ontime,8871,6411,Paid,Normal
230000,other,married,42,Delay0,92230,3292,Paid,Gold
50000,Graduate school,married,38,Delay0,12650,0,Paid,Gold
200000,Graduate school,married,41,ontime,1378,0,Paid,Gold
140000,University,single,30,ontime,326,326,Missed,Gold
120000,University,single,33,Delay0,120411,6300,Paid,Normal
280000,High school,single,46,unknown,1401,5201,Paid,Normal
300000,Graduate school,single,29,Delay0,26857,9511,Paid,Normal
20000,University,single,22,Delay0,15169,2874,Paid,Normal
160000,University,single,25,Delay2,158629,7500,Missed,Normal
20000,Graduate school,single,24,Delay2,17781,2000,Missed,Gold
120000,University,married,41,Delay0,44966,1690,Paid,Gold
290000,University,married,37,unknown,1961,3148,Paid,Normal
60000,University,married,32,Delay0,30781,1505,Paid,Gold
110000,Graduate school,single,29,Delay0,69718,3000,Paid,Normal
50000,High school,married,43,Delay0,42874,1862,Paid,Normal
630000,Graduate school,single,32,unknown,2731,1138,Paid,Gold
30000,Graduate school,single,28,Delay0,23837,1800,Paid,Gold
50000,University,single,33,Delay0,50094,2479,Paid,Gold
60000,University,married,42,Delay0,49244,2000,Paid,Gold
150000,University,single,27,Delay0,12593,38018,Paid,Gold
10000,High school,single,24,ontime,273,8327,Paid,Gold
20000,University,single,27,Delay0,18860,1360,Paid,Gold
80000,High school,single,32,Delay0,71375,1414,Paid,Gold
160000,University,single,52,Delay0,38695,3000,Paid,Normal
100000,University,single,43,Delay0,103601,5088,Paid,Gold
90000,High school,married,34,Delay0,49771,4000,Paid,Normal
50000,High school,single,60,Delay0,27943,3577,Paid,Normal
170000,Graduate school,single,30,Delay0,117010,4337,Paid,Gold
240000,Graduate school,single,32,ontime,5695,9420,Paid,Normal
80000,University,single,25,ontime,3002,1921,Paid,Normal
80000,Graduate school,single,30,Delay0,69533,3500,Paid,Normal
360000,University,married,37,unknown,0,0,Paid,Normal
140000,Graduate school,married,31,Delay2,51028,2500,Paid,Gold
60000,University,single,49,Delay0,81411,38709,Paid,Gold
110000,High school,single,27,Delay0,55567,15753,Paid,Gold
160000,Graduate school,single,28,Delay0,164262,7900,Paid,Normal
200000,High school,married,45,ontime,80,2230,Missed,Normal
280000,University,married,29,Delay0,233717,10004,Paid,Normal
360000,University,married,33,Delay1,296148,14906,Paid,Gold
90000,Graduate school,single,26,ontime,13416,7380,Missed,Normal
200000,University,single,46,Delay0,18564,60000,Paid,Gold
50000,Graduate school,married,50,Delay1,29394,3100,Missed,Gold
400000,Graduate school,married,32,unknown,7217,0,Paid,Normal
360000,Graduate school,married,49,Delay1,-3,633,Paid,Gold
150000,High school,married,50,Delay0,88900,4161,Paid,Gold
50000,High school,single,61,Delay1,47731,0,Missed,Normal
150000,University,single,35,Delay0,6008,8008,Paid,Gold
100000,University,single,37,Delay1,3492,10,Missed,Normal
310000,Graduate school,married,30,Delay0,27289,1489,Paid,Normal
120000,University,single,39,Delay1,0,1170,Paid,Gold
90000,University,married,44,Delay0,82253,8238,Paid,Normal
150000,Graduate school,married,36,unknown,14843,14528,Paid,Normal
50000,University,married,42,Delay0,35255,1690,Paid,Gold
210000,Graduate school,married,53,ontime,6060,5983,Paid,Gold
300000,University,single,42,ontime,28077,1500,Paid,Normal
110000,University,married,33,Delay2,87514,4000,Missed,Normal
150000,Graduate school,single,25,Delay0,150562,5196,Paid,Normal
210000,Graduate school,married,42,ontime,1729,1315,Paid,Gold
30000,Graduate school,single,34,Delay2,21107,3374,Missed,Gold
240000,University,married,42,ontime,632,0,Paid,Normal
120000,University,single,34,ontime,856,856,Paid,Gold
80000,Graduate school,single,24,Delay0,31815,4038,Paid,Normal
80000,University,single,25,Delay1,31040,0,Missed,Normal
360000,Graduate school,married,32,ontime,2612,3234,Paid,Gold
130000,Graduate school,single,34,Delay2,72996,4000,Missed,Gold
290000,University,married,36,Delay2,322,330,Paid,Gold
240000,High school,married,33,Delay0,129600,7000,Paid,Normal
60000,University,single,23,Delay0,4553,3258,Paid,Gold
200000,University,married,60,Delay1,0,0,Missed,Normal
150000,University,married,28,Delay0,99294,5008,Paid,Normal
300000,High school,single,29,Delay0,103792,8401,Paid,Gold
30000,University,single,24,ontime,2590,6000,Paid,Normal
250000,University,married,40,Delay0,142477,7000,Missed,Gold
20000,High school,single,40,Delay0,17180,1500,Paid,Gold
370000,Graduate school,single,34,Delay0,206161,10000,Paid,Normal
20000,Graduate school,single,23,Delay1,6081,0,Missed,Normal
120000,University,single,23,Delay0,7945,1000,Missed,Normal
50000,University,single,23,Delay0,19766,1300,Paid,Gold
190000,Graduate school,single,27,Delay0,72656,2000,Missed,Normal
20000,University,single,22,Delay0,15034,1500,Paid,Normal
240000,University,married,42,Delay1,15100,0,Paid,Normal
150000,University,single,32,Delay0,80437,7000,Paid,Gold
180000,University,married,35,Delay0,8694,1500,Paid,Normal
180000,University,single,36,Delay0,136613,6600,Paid,Gold
70000,Graduate school,single,31,Delay0,45450,0,Paid,Gold
230000,Graduate school,single,32,ontime,441,28200,Paid,Normal
360000,Graduate school,single,27,ontime,5810,4041,Paid,Gold
120000,University,single,33,Delay0,52266,2522,Paid,Normal
90000,High school,married,49,Delay2,74766,3500,Missed,Gold
110000,University,married,32,Delay0,110198,3851,Paid,Gold
100000,High school,married,53,Delay0,36838,1607,Paid,Normal
90000,Graduate school,single,26,Delay1,58518,3006,Paid,Gold
50000,Graduate school,married,35,Delay1,47438,0,Paid,Normal
50000,University,single,53,Delay0,7343,1139,Paid,Normal
180000,Graduate school,married,28,Delay1,0,0,Paid,Normal
50000,University,married,41,Delay0,36696,10000,Paid,Gold
20000,High school,single,26,Delay0,13804,1300,Paid,Normal
20000,University,single,26,Delay2,36060,0,Paid,Gold
20000,University,married,23,Delay1,7979,1000,Paid,Normal
20000,High school,single,49,Delay0,19363,1200,Paid,Gold
50000,High school,married,48,ontime,390,390,Missed,Normal
210000,University,married,46,unknown,0,1828,Paid,Gold
490000,other,married,51,ontime,4770,17143,Paid,Gold
280000,Graduate school,single,28,Delay1,0,5072,Missed,Normal
200000,High school,single,54,unknown,880,1948,Paid,Normal
100000,University,single,24,Delay1,0,670,Missed,Normal
250000,Graduate school,single,56,unknown,777,0,Paid,Gold
240000,University,single,54,ontime,7832,64461,Paid,Gold
80000,University,married,26,Delay0,75405,3000,Paid,Normal
100000,High school,married,67,Delay2,16918,4145,Missed,Gold
30000,High school,married,41,unknown,0,18393,Paid,Normal
180000,Graduate school,single,42,unknown,177061,8000,Paid,Normal
80000,Graduate school,single,32,Delay0,60918,2500,Paid,Normal
110000,University,married,46,unknown,1495,86367,Paid,Normal
180000,University,married,30,Delay0,39259,3000,Paid,Normal
150000,University,married,29,Delay2,99986,6800,Missed,Normal
50000,University,married,52,Delay0,15377,2000,Paid,Normal
230000,University,single,23,ontime,1050,2203,Missed,Normal
340000,Graduate school,married,41,ontime,624,2431,Missed,Gold
30000,University,single,25,Delay1,26623,1800,Missed,Gold
270000,University,married,45,Delay0,17074,15000,Paid,Normal
50000,Graduate school,single,36,ontime,11684,45135,Paid,Normal
130000,High school,married,43,Delay0,74020,5000,Paid,Normal
200000,Graduate school,single,27,ontime,31789,22091,Paid,Normal
360000,Graduate school,married,46,Delay0,14591,3005,Missed,Gold
500000,University,single,27,Delay0,131519,6662,Paid,Gold
100000,Graduate school,single,25,Delay0,11801,1600,Paid,Normal
270000,University,married,50,Delay0,22821,2500,Paid,Normal
100000,University,married,52,Delay0,64254,2211,Missed,Gold
20000,University,single,25,Delay0,17950,2000,Paid,Normal
50000,University,married,45,Delay0,47823,3144,Paid,Normal
200000,University,single,32,ontime,2147,1173,Paid,Normal
170000,Graduate school,married,44,Delay1,84947,2000,Missed,Gold
20000,Graduate school,single,28,Delay2,18540,2000,Missed,Normal
70000,High school,married,50,Delay2,56781,2,Missed,Gold
260000,Graduate school,single,38,ontime,252,0,Paid,Normal
200000,Graduate school,married,28,ontime,1760,0,Paid,Normal
190000,Graduate school,single,25,Delay0,106223,7500,Paid,Normal
220000,High school,married,58,Delay0,22599,1875,Paid,Gold
170000,High school,single,30,Delay0,38903,5144,Paid,Normal
290000,Graduate school,single,47,Delay0,281950,11900,Paid,Normal
60000,Graduate school,single,25,Delay0,31493,2000,Paid,Normal
100000,High school,married,50,Delay0,36925,2000,Missed,Normal
130000,High school,married,44,ontime,632,0,Paid,Normal
360000,Graduate school,married,40,unknown,1126,3455,Paid,Gold
30000,University,married,38,Delay3,3379,0,Paid,Normal
20000,High school,single,28,ontime,16122,2000,Missed,Gold
110000,Graduate school,single,37,Delay2,600,0,Missed,Normal
130000,University,single,43,Delay0,87289,5000,Paid,Normal
50000,University,single,23,Delay0,49026,1748,Paid,Normal
110000,University,married,48,Delay0,107767,5700,Paid,Gold
80000,Graduate school,single,25,Delay0,78327,3000,Paid,Normal
150000,University,married,34,unknown,316,1801,Paid,Normal
80000,University,married,29,Delay1,56340,2600,Paid,Normal
320000,Graduate school,single,35,Delay0,164511,15000,Paid,Gold
170000,Graduate school,single,35,ontime,897,861,Paid,Normal
60000,Graduate school,single,26,Delay0,41525,1815,Paid,Normal
180000,Graduate school,single,23,Delay2,157074,5000,Missed,Gold
470000,University,single,29,Delay0,59235,3106,Paid,Gold
70000,High school,married,47,Delay1,30950,3107,Paid,Normal
280000,University,married,41,Delay0,40483,2718,Paid,Normal
210000,Graduate school,single,26,ontime,231,1624,Paid,Normal
300000,Graduate school,single,30,Delay0,185327,1500,Paid,Gold
140000,University,married,42,Delay0,158495,5530,Paid,Normal
450000,Graduate school,married,41,ontime,70825,17913,Paid,Gold
160000,University,married,38,Delay0,105313,5416,Paid,Normal
50000,High school,married,45,Delay1,0,0,Paid,Normal
50000,Graduate school,single,42,ontime,12751,22660,Paid,Gold
50000,University,married,32,Delay0,50669,1613,Paid,Gold
150000,Graduate school,single,25,Delay0,129911,12200,Missed,Normal
90000,Graduate school,married,53,Delay0,23551,2400,Paid,Gold
270000,University,married,42,Delay0,225245,10000,Paid,Normal
70000,Graduate school,single,36,Delay0,65275,5000,Paid,Gold
360000,University,single,33,ontime,9582,2139,Paid,Gold
200000,University,married,34,Delay1,2500,9814,Missed,Normal
250000,Graduate school,married,42,Delay0,249406,11400,Paid,Normal
360000,University,single,34,Delay0,205363,8000,Paid,Normal
20000,University,married,39,Delay1,19565,0,Paid,Normal
250000,Graduate school,single,28,Delay2,21404,28705,Missed,Normal
60000,University,single,25,Delay2,600,0,Missed,Normal
200000,University,single,36,Delay1,0,0,Paid,Gold
30000,High school,single,38,Delay0,25546,3700,Missed,Normal
500000,Graduate school,single,39,Delay1,0,0,Paid,Normal
280000,High school,married,45,Delay0,50415,10000,Paid,Normal
200000,University,married,42,ontime,1261,0,Paid,Normal
360000,University,married,35,Delay1,0,0,Paid,Normal
50000,High school,single,44,Delay2,42115,0,Missed,Normal
60000,University,single,30,Delay0,57041,2148,Paid,Gold
110000,University,married,42,unknown,100534,3678,Paid,Gold
200000,High school,married,44,Delay0,34760,4000,Paid,Normal
70000,University,single,39,Delay2,67607,3700,Paid,Normal
220000,other,married,37,Delay2,189976,15510,Missed,Normal
20000,Graduate school,single,24,ontime,379,0,Paid,Normal
220000,Graduate school,single,27,unknown,4289,1031,Paid,Normal
180000,University,married,40,Delay1,172584,1000,Paid,Gold
100000,University,married,53,Delay2,43611,2500,Missed,Gold
200000,Graduate school,married,41,ontime,6402,5189,Paid,Normal
200000,High school,single,34,Delay1,138839,7001,Paid,Gold
400000,Graduate school,married,38,unknown,123,123,Paid,Normal
60000,Graduate school,married,38,Delay2,59310,2700,Paid,Gold
60000,University,single,22,Delay0,59575,2051,Paid,Gold
210000,University,married,37,unknown,1094,1335,Paid,Normal
200000,Graduate school,married,32,Delay0,30144,3000,Paid,Gold
50000,Graduate school,single,29,unknown,0,0,Paid,Normal
300000,Graduate school,single,38,ontime,2984,0,Missed,Normal
510000,Graduate school,married,48,ontime,9686,19121,Paid,Normal
160000,Graduate school,single,32,Delay1,0,0,Paid,Normal
50000,University,married,36,unknown,3477,1909,Paid,Normal
220000,Graduate school,single,32,unknown,21332,28567,Paid,Normal
20000,University,single,22,Delay1,6792,0,Missed,Gold
410000,Graduate school,single,31,ontime,4182,0,Missed,Gold
50000,University,married,25,ontime,42726,3941,Missed,Normal
50000,High school,married,38,Delay0,10825,1500,Paid,Gold
50000,High school,married,48,Delay0,10420,1310,Paid,Gold
70000,University,single,29,Delay0,4059,2000,Paid,Normal
120000,University,single,25,Delay0,120633,4622,Paid,Gold
170000,University,married,30,ontime,416,832,Paid,Gold
160000,Graduate school,married,51,Delay0,1380,1331,Missed,Gold
30000,University,single,22,Delay0,30397,3500,Paid,Normal
10000,University,married,40,Delay1,0,1912,Paid,Normal
160000,University,married,33,Delay0,189935,8113,Paid,Normal
20000,University,single,33,Delay0,17439,1340,Paid,Gold
250000,Graduate school,single,35,unknown,0,0,Paid,Normal
30000,University,single,26,Delay2,23064,3100,Missed,Normal
180000,Graduate school,single,29,Delay0,123154,5200,Paid,Normal
240000,University,single,34,ontime,3403,3502,Missed,Normal
30000,University,single,25,Delay1,16368,0,Paid,Normal
50000,Graduate school,single,28,Delay1,4323,0,Paid,Normal
280000,University,single,24,ontime,1481,11943,Missed,Normal
20000,Graduate school,single,37,Delay2,14688,2700,Missed,Gold
130000,High school,married,54,Delay0,77506,2900,Paid,Normal
70000,Graduate school,single,29,Delay1,71267,5,Missed,Gold
180000,University,married,32,ontime,1991,0,Paid,Normal
320000,Graduate school,married,46,unknown,3266,12253,Paid,Gold
30000,University,married,33,Delay2,31947,1872,Missed,Normal
280000,University,single,33,Delay1,0,0,Paid,Normal
80000,University,single,50,Delay0,8985,2000,Paid,Normal
140000,University,single,27,Delay0,136899,5200,Paid,Normal
180000,University,married,27,Delay0,181219,7000,Paid,Gold
20000,University,single,55,Delay2,11736,780,Paid,Gold
420000,Graduate school,single,29,Delay0,105582,23004,Paid,Normal
200000,Graduate school,single,29,Delay0,53493,1060,Missed,Normal
140000,Graduate school,single,25,Delay0,45068,5000,Paid,Normal
170000,High school,single,33,Delay0,166348,7354,Paid,Normal
30000,University,single,24,Delay0,18220,3000,Paid,Normal
50000,Graduate school,single,26,Delay1,0,0,Paid,Normal
150000,Graduate school,married,45,Delay0,123580,3575,Paid,Normal
30000,University,single,30,Delay0,6933,3000,Missed,Gold
50000,High school,single,38,Delay0,50174,3000,Paid,Gold
300000,Graduate school,single,39,ontime,2019,1,Missed,Normal
80000,High school,unknown,34,Delay0,59451,1834,Paid,Normal
50000,Graduate school,single,27,Delay0,39607,5014,Paid,Normal
110000,University,married,41,Delay0,100143,4000,Paid,Normal
110000,Graduate school,single,32,Delay1,0,1670,Paid,Normal
390000,Graduate school,married,34,ontime,3060,60248,Paid,Normal
200000,High school,single,46,ontime,396,396,Paid,Gold
30000,Graduate school,married,38,Delay8+,35031,0,Missed,Gold
230000,Graduate school,single,30,Delay0,101874,8000,Paid,Gold
210000,Graduate school,married,44,unknown,0,70,Paid,Normal
30000,University,married,54,ontime,3334,3366,Paid,Normal
130000,High school,married,41,Delay0,101885,3500,Paid,Normal
130000,High school,single,37,Delay1,-896,0,Paid,Gold
480000,Graduate school,single,27,ontime,12759,3001,Paid,Normal
160000,Graduate school,married,37,ontime,9293,5902,Paid,Normal
10000,Graduate school,single,27,Delay0,6599,1400,Paid,Gold
360000,University,single,33,ontime,8552,1118,Paid,Normal
260000,University,married,28,Delay0,251811,9388,Paid,Normal
330000,University,married,45,Delay0,47644,2000,Paid,Normal
30000,University,married,47,Delay1,5163,0,Missed,Normal
80000,University,married,31,Delay2,81712,3271,Missed,Gold
120000,University,married,29,ontime,7778,3179,Missed,Normal
170000,University,single,30,Delay0,6383,1000,Missed,Gold
140000,Graduate school,single,31,Delay1,0,241,Paid,Normal
80000,University,single,37,unknown,3946,0,Paid,Normal
200000,High school,married,44,Delay0,138877,6437,Paid,Gold
80000,University,single,26,ontime,780,0,Missed,Normal
230000,University,married,36,Delay0,19505,3000,Paid,Gold
260000,Graduate school,married,40,unknown,2500,0,Paid,Normal
50000,University,single,28,ontime,780,0,Paid,Normal
340000,University,married,35,Delay1,-6,0,Paid,Gold
50000,Graduate school,single,39,Delay0,49869,2146,Paid,Gold
